"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_nonlin_channel
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 3)",1.0030234782734562
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 0)",0.9513537536145208
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 1)",1.0018006296690862
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 2)",0.9528573259893792
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 3)",1.0042272411052198
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 0)",0.9988954902744104
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 1)",1.005248793230748
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2)",1.0005619619754438
"(16, 32)",1,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3)",1.0100268732262978
"(16, 32)",2,4,1,scale_offset,scale_offset,replacement,random,42,"(0,)",1.0004446002391714
"(16, 32)",2,4,1,scale_offset,scale_offset,replacement,random,42,"(1,)",0.9868869031624304
"(16, 32)",2,4,1,scale_offset,scale_offset,replacement,random,42,"(2,)",0.9990547073189694
"(16, 32)",2,4,1,scale_offset,scale_offset,replacement,random,42,"(3,)",0.9843881540187224
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 1)",0.1047377444685961
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 2)",0.9990547073189694
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 3)",0.1033801512326016
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 1)",1.0028933903985104
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 2)",0.9865393785100453
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 3)",1.00499818009641
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 1)",0.1025813741884414
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 2)",0.9990547085503148
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 3)",0.1034009508179476
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 1)",1.0070439431263156
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 2)",0.9797370276133868
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 3)",1.006516983995146
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 0)",0.1047377433914707
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 1)",0.999966907065586
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 2)",0.1044340656018146
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 3)",1.0027663510505358
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 0)",1.0130909309690614
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 1)",1.0129737265697558
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 2)",1.0067173192564105
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 3)",1.0099372527036876
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 0)",0.1021972602620479
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1)",1.0104982751474845
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2)",0.1043639182233197
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3)",0.9968201487717044
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0)",1.009027951985782
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 1)",1.0203447423631953
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 2)",1.005268502645053
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 3)",1.0082122685363537
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 0)",0.9990547073189694
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 1)",0.1044340644204605
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 2)",0.9990547085503148
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 3)",0.1047549255763283
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 0)",0.9865393785100453
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 1)",1.0062417944567004
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 2)",0.9865393779014042
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 3)",1.0080942123318053
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 0)",0.9990547085503148
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 1)",0.1035721401249089
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 2)",0.9990547086567992
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 3)",0.1035566410106546
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 0)",0.9797370276133868
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 1)",1.0049751396324522
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 2)",0.9797370292723072
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 3)",1.0145154267204155
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 0)",0.1033801509983513
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 1)",1.00276635074638
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 2)",0.1047549230171456
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 3)",0.9982628141478485
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 0)",1.0113354300600814
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 1)",1.0093058212852617
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 2)",1.0125366326729666
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 3)",1.0162614351625343
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 0)",0.1020353115034989
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 1)",0.9974091997791672
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 2)",0.103261188943686
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 3)",1.0041695327044793
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 0)",1.0054311896965695
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 1)",1.0092066790630456
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2)",1.0046344170117891
"(16, 32)",2,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3)",1.0202093456767856
"(16, 32)",3,4,1,scale_offset,scale_offset,replacement,random,42,"(0,)",1.0004446002391714
"(16, 32)",3,4,1,scale_offset,scale_offset,replacement,random,42,"(1,)",0.9868868984325708
"(16, 32)",3,4,1,scale_offset,scale_offset,replacement,random,42,"(2,)",0.9990547073189694
"(16, 32)",3,4,1,scale_offset,scale_offset,replacement,random,42,"(3,)",0.9843881534447612
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 1)",0.1050819689452185
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 2)",0.9990547073189694
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 3)",0.10385761582043
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 1)",1.0174996744363152
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 2)",0.9870646431217136
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 3)",1.0183406328661788
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 1)",0.1036819032635691
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 2)",0.9990547085503148
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 3)",0.1042717334991131
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 1)",1.0196323209626754
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 2)",0.984535779122756
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 3)",1.0143705782253782
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 0)",0.1050819702337992
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 1)",1.021367654542823
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 2)",0.1031593815258256
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 3)",1.017221309478713
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 0)",1.0231882248290034
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 1)",1.002634747181763
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 2)",1.0168120105497909
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 3)",0.9989579127720007
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 0)",0.1044033649120105
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1)",1.0294607956013797
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2)",0.1047049590752282
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3)",1.0254300400575436
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0)",1.0221382632064746
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 1)",1.0237716123187326
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 2)",1.0239979312328358
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 3)",1.0313764662798643
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 0)",0.9990547073189694
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 1)",0.1035839079376137
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 2)",0.9990547085503148
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 3)",0.1045840654033265
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 0)",0.9870646426872676
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 1)",1.0247107780668905
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 2)",0.9870646445149088
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 3)",1.0195553872897882
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 0)",0.9990547085503148
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 1)",0.1031102245039746
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 2)",0.9990547086567992
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 3)",0.1044676135204835
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 0)",0.984535778048455
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 1)",1.0344306595725437
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 2)",0.984535781387711
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 3)",1.0171318890898864
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 0)",0.1038576171249825
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 1)",1.0162000671474838
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 2)",0.1048820018554247
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 3)",1.0221431800549905
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 0)",1.0263130786221406
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 1)",1.0258767510104452
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 2)",1.016460236357284
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 3)",1.017904117187293
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 0)",0.1052607325328361
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 1)",1.038176520099955
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 2)",0.1054168446311381
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 3)",1.012745753882839
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 0)",1.0150813178757778
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 1)",1.0201379227892695
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2)",1.0098390008422244
"(16, 32)",3,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3)",1.0197448610118065
"(16, 32)",4,4,1,scale_offset,scale_offset,subtractive,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,complement,complement,subtractive,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,sign_value,sign_value,subtractive,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,gray,gray,subtractive,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,scale_offset,scale_offset,subtractive,random,42,"(1,)",1.0005324167551166
"(16, 32)",4,4,1,complement,complement,subtractive,random,42,"(1,)",1.0009555554099736
"(16, 32)",4,4,1,sign_value,sign_value,subtractive,random,42,"(1,)",1.001141262161092
"(16, 32)",4,4,1,gray,gray,subtractive,random,42,"(1,)",0.9991503872953624
"(16, 32)",4,4,1,scale_offset,scale_offset,subtractive,random,42,"(2,)",0.9990547073189694
"(16, 32)",4,4,1,complement,complement,subtractive,random,42,"(2,)",1.002325246841002
"(16, 32)",4,4,1,sign_value,sign_value,subtractive,random,42,"(2,)",1.0001357827626265
"(16, 32)",4,4,1,gray,gray,subtractive,random,42,"(2,)",1.0002145196726309
"(16, 32)",4,4,1,scale_offset,scale_offset,subtractive,random,42,"(3,)",1.0000524155239474
"(16, 32)",4,4,1,complement,complement,subtractive,random,42,"(3,)",1.0010729976521786
"(16, 32)",4,4,1,sign_value,sign_value,subtractive,random,42,"(3,)",1.001169019538212
"(16, 32)",4,4,1,gray,gray,subtractive,random,42,"(3,)",0.9994004730875102
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 0, 1)",0.7903679805926321
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 0, 1)",0.9099638403857494
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 0, 1)",0.3551001558096847
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 0, 1)",0.8560792790809125
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 0, 2)",0.9990547073189694
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 0, 2)",1.002325246841002
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 0, 2)",1.0001357827626265
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 0, 2)",1.0002145196726309
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 0, 3)",0.7920636421231
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 0, 3)",0.7458436747365362
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 0, 3)",0.3573304961223135
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 0, 3)",0.8593559821919216
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 1, 1)",1.0121680936278503
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 1, 1)",1.0288668386212327
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 1, 1)",1.0211078794121142
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 1, 1)",1.0238787658689006
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 1, 2)",0.9997760386246736
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 1, 2)",1.0009740217859384
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 1, 2)",1.0015312131390617
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 1, 2)",0.9991176419287086
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 1, 3)",1.0177638126709077
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 1, 3)",1.0204853815237258
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 1, 3)",1.0204454676453123
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 1, 3)",1.0231072561193106
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 2, 1)",0.793534054445022
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 2, 1)",0.912877421442722
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 2, 1)",0.3569151918008505
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 2, 1)",0.8559882142108239
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 2, 2)",0.9990547085503148
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 2, 2)",1.0023252542428116
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 2, 2)",1.0001357819960517
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 2, 2)",1.0002145197472798
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 2, 3)",0.789491327730758
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 2, 3)",0.9172426269230836
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 2, 3)",0.3552805729100289
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 2, 3)",0.8698939014105286
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 3, 1)",1.014606647254684
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 3, 1)",1.008918498909929
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 3, 1)",1.0268693164618534
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 3, 1)",1.030616498116326
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 3, 2)",0.9997849014966996
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 3, 2)",1.0011110045021123
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 3, 2)",1.001538352101902
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 3, 2)",0.9994908333176484
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(0, 3, 3)",1.0057993716887188
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(0, 3, 3)",1.03021503895655
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(0, 3, 3)",1.0380992074987712
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(0, 3, 3)",1.0201009155163048
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 0, 0)",0.7934997910364457
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 0, 0)",0.916230969587258
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 0, 0)",0.3555537564815797
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 0, 0)",0.8771669726891705
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 0, 1)",1.012285421070335
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 0, 1)",1.0208554392437792
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 0, 1)",1.022483102910695
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 0, 1)",1.0218337429853988
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 0, 2)",0.7984921702252035
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 0, 2)",0.923595818755512
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 0, 2)",0.3570235970999389
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 0, 2)",0.8843123251153959
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 0, 3)",1.0161737508061277
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 0, 3)",1.0252916836492738
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 0, 3)",1.0259797441313483
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 0, 3)",1.0139755798379104
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 1, 0)",1.0084632603554204
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 1, 0)",1.0151442641490074
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 1, 0)",1.032295846209299
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 1, 0)",1.027780232363516
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 1, 1)",1.009185318993682
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 1, 1)",1.020156239539847
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 1, 1)",1.0180259104285398
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 1, 1)",1.0139961262712318
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 1, 2)",1.0389297794587806
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 1, 2)",1.0029721223552983
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 1, 2)",1.0320416786732842
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 1, 2)",1.026956835128345
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 1, 3)",1.0097829317542617
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 1, 3)",1.0233200301016705
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 1, 3)",1.0187465029741312
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 1, 3)",1.0218592296992917
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 2, 0)",0.7991686983383401
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 2, 0)",0.9129762879593408
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 2, 0)",0.3573994398570158
"(16, 32)",4,4,3,gray,gray,subtractive,random,42,"(1, 2, 0)",0.8832150777535692
"(16, 32)",4,4,3,scale_offset,scale_offset,subtractive,random,42,"(1, 2, 1)",1.0147562105190664
"(16, 32)",4,4,3,complement,complement,subtractive,random,42,"(1, 2, 1)",1.0330047666992994
"(16, 32)",4,4,3,sign_value,sign_value,subtractive,random,42,"(1, 2, 1)",1.0109334105631005
