"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_nonlin_channel
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 5, 4, 6)",1.0280944813621096
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 5, 6, 0)",1.033738455283365
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 5, 6, 2)",1.0346779596662676
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 5, 6, 4)",1.0188878326955726
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 5, 6, 6)",1.0500452721221087
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 0, 0)",0.0266523749277782
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 0, 2)",0.02656902864225
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 0, 4)",0.026370621927646
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 0, 6)",0.0265217912349737
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 2, 0)",0.0260311820096454
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 2, 2)",0.0265350292305234
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 2, 4)",0.0261709458020061
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 2, 6)",0.0262016037396276
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 4, 0)",0.026202514675472
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 4, 2)",0.0264367128433233
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 4, 4)",0.026205240943821
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 4, 6)",0.0267457348813093
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 6, 0)",0.0259344730731981
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 6, 2)",0.0265077930999242
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 6, 4)",0.0258631961153919
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 6, 6, 6)",0.0265426779713538
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 0, 0)",1.0390170217666366
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 0, 2)",1.02613637760191
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 0, 4)",1.02151875135453
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 0, 6)",1.0249670157944906
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 2, 0)",1.0311320635059973
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 2, 2)",1.027158945320222
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 2, 4)",1.043802085890149
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 2, 6)",1.0272398593907326
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 4, 0)",1.0296522320046488
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 4, 2)",1.021304366079163
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 4, 4)",1.021391765846782
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 4, 6)",1.0245043785339178
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 6, 0)",1.0400825943747591
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 6, 2)",1.0265587995036112
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 6, 4)",1.0270019394162817
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(4, 7, 7, 6, 6)",1.0324706543170568
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 1, 0)",0.0255982801770591
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 1, 2)",0.0267621984697635
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 1, 4)",0.026675227868811
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 1, 6)",0.0270348120825819
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 3, 0)",0.0257091262561647
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 3, 2)",0.0268106146317938
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 3, 4)",0.0260186902129272
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 3, 6)",0.0264019344201391
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 5, 0)",0.0258282747356046
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 5, 2)",0.0270694452070035
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 5, 4)",0.0260113188278334
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 5, 6)",0.0269644731832258
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 7, 0)",0.0261730997855616
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,41,"(6, 0, 0, 7, 0)",0.0268466910143149
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,43,"(6, 0, 0, 7, 0)",0.0265266011284323
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 7, 2)",0.0267280681388006
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 7, 4)",0.0264621610894062
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 0, 7, 6)",0.0268639007376122
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 1, 0)",1.0357581544436258
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 1, 2)",1.012762830893192
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 1, 4)",1.0367640450253317
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 1, 6)",1.0275855101738722
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 3, 0)",1.01705981519144
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 3, 2)",1.0116314521544785
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 3, 4)",1.033397685755398
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 3, 6)",1.0247417785179538
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 5, 0)",1.038769071481012
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 5, 2)",1.0232073218135322
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 5, 4)",1.02011675726634
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 5, 6)",1.0214328707529774
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 7, 0)",1.0237450190342916
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 7, 2)",1.022417798306969
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 7, 4)",1.0321691920352538
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 1, 7, 6)",1.0201481414060696
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 1, 0)",0.0260259547022316
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 1, 2)",0.0265806931837334
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 1, 4)",0.026282326570197
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 1, 6)",0.0264016707687502
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 3, 0)",0.0258258921233652
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 3, 2)",0.0264555507828853
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 3, 4)",0.0262730523239194
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 3, 6)",0.0266171430617986
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 5, 0)",0.0260849125367955
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 5, 2)",0.0267448530436342
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 5, 4)",0.0264274193197101
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 5, 6)",0.026814575946681
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 7, 0)",0.026243917938508
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 7, 2)",0.0264326086682785
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 7, 4)",0.0263256439333823
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 2, 7, 6)",0.0266744487864592
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 1, 0)",1.0198146469067042
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 1, 2)",1.01959310023298
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 1, 4)",1.0251085926410668
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 1, 6)",1.016626070172204
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 3, 0)",1.0363260454199856
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 3, 2)",1.028000974772145
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 3, 4)",1.032168647161405
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 3, 6)",1.024372840769186
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 5, 0)",1.0193857473349164
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 5, 2)",1.02415326750226
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 5, 4)",1.0301942200076892
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 5, 6)",1.017773848259345
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 7, 0)",1.0373423960878636
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 7, 2)",1.0275617467842475
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 7, 4)",1.025560652229514
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 3, 7, 6)",1.0203691336280174
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 1, 0)",0.0262161140926897
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 1, 2)",0.0268053346367104
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 1, 4)",0.0259236240633437
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 1, 6)",0.0272181592484566
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 3, 0)",0.026152601857401
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 3, 2)",0.0274405295940256
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 3, 4)",0.0260548577550848
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 3, 6)",0.027198541429475
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 5, 0)",0.02632825613046
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 5, 2)",0.0270214761696748
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 5, 4)",0.0264628756954117
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 5, 6)",0.0268704527824841
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 7, 0)",0.0260661018133702
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 7, 2)",0.0269015532543857
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 7, 4)",0.0261188923185021
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 4, 7, 6)",0.0268491574716546
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 1, 0)",1.043613905878869
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 1, 2)",1.020755964799758
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 1, 4)",1.0323770540033297
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 1, 6)",1.032393144520362
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 3, 0)",1.020589405769409
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 3, 2)",1.0203206566506355
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 3, 4)",1.0114922952339402
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 3, 6)",1.0164636786359351
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 5, 0)",1.035625675891341
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 5, 2)",1.0278494372138849
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 5, 4)",1.0350340741441064
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 5, 6)",1.0207859703519648
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 7, 0)",1.0287539628019475
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 7, 2)",1.0213291840883056
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 7, 4)",1.0271747308703896
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 5, 7, 6)",1.0370816022443137
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 1, 0)",0.0262800552852154
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 1, 2)",0.0269212564819271
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 1, 4)",0.0264061040450026
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 1, 6)",0.0264243720319998
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 3, 0)",0.0259021551308236
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 3, 2)",0.026772064114061
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 3, 4)",0.0262364049445707
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 3, 6)",0.0267036830280401
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 5, 0)",0.0264395900727678
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 5, 2)",0.0266836876659877
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 5, 4)",0.0264065696794809
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 5, 6)",0.0269591390657417
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 7, 0)",0.0263013744372827
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 7, 2)",0.0266433899708444
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 7, 4)",0.026371124866874
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 6, 7, 6)",0.0263350858224372
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 1, 0)",1.0280080510559595
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 1, 2)",1.020646343923584
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 1, 4)",1.019280461757189
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 1, 6)",1.0240114701436254
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 3, 0)",1.0270515265470492
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 3, 2)",1.0269302089800731
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 3, 4)",1.033922421723206
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 3, 6)",1.0318667472720715
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 5, 0)",1.0251226820165544
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 5, 2)",1.03014494757316
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 5, 4)",1.0316698083973723
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 5, 6)",1.0281402328081677
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 7, 0)",1.0255782824762918
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 7, 2)",1.0220931532865594
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 7, 4)",1.0301176932297735
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 0, 7, 7, 6)",1.0341640238776395
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 0, 0)",0.025780303567161
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 0, 2)",0.026278152642467
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 0, 4)",0.0264864360537906
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 0, 6)",0.0265047247395218
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 2, 0)",0.0269138435608809
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 2, 2)",0.025985907117749
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 2, 4)",0.0268360543548826
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 2, 6)",0.0264307354652101
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 4, 0)",0.0269150416834926
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 4, 2)",0.026630569464598
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 4, 4)",0.0263245084948743
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 4, 6)",0.0265801604918411
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 6, 0)",0.0266284743094177
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 6, 2)",0.026233614289245
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 6, 4)",0.0268265149125537
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 0, 6, 6)",0.0262852877839486
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 0, 0)",1.0182673188362723
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 0, 2)",1.017047370918426
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 0, 4)",1.0254659505587322
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 0, 6)",1.0219190467433332
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 2, 0)",1.0468210296030525
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 2, 2)",1.0395373623087596
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 2, 4)",1.0365378122786093
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 2, 6)",1.0320918432470143
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 4, 0)",1.025588337844617
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 4, 2)",1.0324362215769918
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 4, 4)",1.028989130318559
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 4, 6)",1.0078076957630202
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 6, 0)",1.0281167664625397
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 6, 2)",1.0398931315289148
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 6, 4)",1.0386466305807227
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 1, 6, 6)",1.036336980167103
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 0, 0)",0.0266855399911227
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 0, 2)",0.0270122459486238
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 0, 4)",0.0269181903699125
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 0, 6)",0.0270646707642139
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 2, 0)",0.0265498737587943
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 2, 2)",0.0265238103902441
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 2, 4)",0.026727249473495
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 2, 6)",0.0268153686882431
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 4, 0)",0.0269324038083652
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 4, 2)",0.0272792259664012
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 4, 4)",0.0266562105746375
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 4, 6)",0.0271305080568721
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 6, 0)",0.0268137162201115
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 6, 2)",0.0267675244298474
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 6, 4)",0.0265059062172579
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 2, 6, 6)",0.0265975773446307
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 0, 0)",1.0206502128456916
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 0, 2)",1.028971502118695
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 0, 4)",1.0366060204778011
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 0, 6)",1.0307564332356565
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 2, 0)",1.0299708719211156
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 2, 2)",1.0234462571435283
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 2, 4)",1.0200102002623928
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 2, 6)",1.021608648345854
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 4, 0)",1.0326015460862814
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 4, 2)",1.0268826418269776
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 4, 4)",1.0158909662942464
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 4, 6)",1.029988366120686
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 6, 0)",1.0302721990120485
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 6, 2)",1.01872522765497
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 6, 4)",1.0276063751164333
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 3, 6, 6)",1.0227595640622074
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 4, 0, 0)",0.0267552038752503
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 1, 4, 0, 2)",0.0263420154135319
