"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 2, 1)",1.0393501959529676
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 2, 2)",0.5621594083650696
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 2, 2)",0.6458262522066921
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 2, 2)",0.6299566016354916
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 2, 2)",0.5954628335009586
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 2, 3)",1.0546401859645296
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 2, 3)",1.007376182762608
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 2, 3)",1.018667526354296
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 2, 3)",1.0368285885891038
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 3, 0)",1.0224825664314994
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 3, 0)",1.0395200009404058
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 3, 0)",1.018727224153141
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 3, 0)",1.0340017312321683
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 3, 1)",0.2586425514772875
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 3, 1)",0.3446965185520801
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 3, 1)",0.3020191491519809
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 3, 1)",0.1882525510935392
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 3, 2)",1.028837380711296
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 3, 2)",1.0370668209120566
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 3, 2)",1.0295397547933889
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 3, 2)",1.026901145164272
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 3, 3)",0.248879977108836
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 3, 3)",0.330040336107328
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 3, 3)",0.3199026561163114
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 3, 3)",0.1803546161260675
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 0, 0)",0.8064707928411967
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 0, 0)",0.7672739481949555
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 0, 0)",1.004147431278681
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 0, 0)",1.012409104079118
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 0, 1)",0.7178741079182638
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 0, 1)",0.887720375619224
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 0, 1)",0.8797986941514845
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 0, 1)",0.7034283012878457
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 0, 2)",0.8064707176572152
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 0, 2)",0.767273923560943
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 0, 2)",1.004147655407286
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 0, 2)",1.0124091027502686
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 0, 3)",0.6985038586163245
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 0, 3)",0.8756539676714193
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 0, 3)",0.8868260341781412
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 0, 3)",0.7168190609021623
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 1, 0)",0.9101885973910256
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 1, 0)",1.214381702525499
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 1, 0)",1.167826783140104
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 1, 0)",0.8486709101848877
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 1, 1)",0.6461056963812933
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 1, 1)",0.7292219884268923
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 1, 1)",0.6654182541106136
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 1, 1)",0.7316220939435772
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 1, 2)",0.926024641750838
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 1, 2)",1.2148023488060131
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 1, 2)",1.087044105901824
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 1, 2)",0.8704032974557734
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 1, 3)",0.6597529661074818
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 1, 3)",0.6838922407638718
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 1, 3)",0.6532282499707119
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 1, 3)",0.7499383104716238
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 2, 0)",0.8064707176572152
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 2, 0)",0.767273923560943
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 2, 0)",1.004147668540538
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 2, 0)",1.0124091027502686
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 2, 1)",0.7072311377974543
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 2, 1)",0.9042257064640722
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 2, 1)",0.8895930758712223
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 2, 1)",0.7203076914275478
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 2, 2)",0.8064706913092402
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 2, 2)",0.767273933266321
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 2, 2)",1.0041477806050445
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 2, 2)",1.012409102157813
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 2, 3)",0.694690184313871
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 2, 3)",0.8749540990114217
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 2, 3)",0.8814502273434783
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 2, 3)",0.6914125456388401
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 3, 0)",0.9021322176740724
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 3, 0)",1.2425606977322474
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 3, 0)",1.162930779231625
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 3, 0)",0.8940754042960498
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 3, 1)",0.6675050337160156
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 3, 1)",0.6927465675150013
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 3, 1)",0.6042970002594011
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 3, 1)",0.7249978272577965
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 3, 2)",0.9172663377179768
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 3, 2)",1.2551022203842097
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 3, 2)",1.1703793557806734
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 3, 2)",0.9033125634696264
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 0, 3, 3)",0.6684162597499069
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 0, 3, 3)",0.6867882513117118
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 0, 3, 3)",0.6600313792968712
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 0, 3, 3)",0.7137539555524247
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 0, 0)",1.0086352432286343
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 0, 0)",1.024754438855171
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 0, 0)",1.018025512723859
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 0, 0)",1.0197430108964622
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 0, 1)",0.3914325915723587
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 0, 1)",0.4479862622809477
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 0, 1)",0.4617344529029775
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 0, 1)",0.3307266493944019
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 0, 2)",1.0086352411022712
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 0, 2)",1.024754438456317
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 0, 2)",1.0180255129757263
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 0, 2)",1.019743013618621
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 0, 3)",0.3776625613130782
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 0, 3)",0.4675135280532015
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 0, 3)",0.4815644566693526
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 0, 3)",0.3534837084236571
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 1, 0)",0.6084912398432958
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 1, 0)",0.7052932998007357
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 1, 0)",0.6597282194102752
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 1, 0)",0.588171579406353
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 1, 1)",1.0366479400364006
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 1, 1)",1.0372395870836657
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 1, 1)",1.019852482813311
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 1, 1)",1.0463344562097396
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 1, 2)",0.5954047023270412
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 1, 2)",0.659420807926032
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 1, 2)",0.6300570240899104
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 1, 2)",0.595740288320898
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 1, 3)",1.0364900060946554
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 1, 3)",1.0351302152471715
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 1, 3)",1.0077192999952784
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 1, 3)",1.0310022388964268
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 2, 0)",1.0086352411022712
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 2, 0)",1.024754438409371
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 2, 0)",1.0180255129757263
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 2, 0)",1.019743013618621
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 2, 1)",0.3908409456683467
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 2, 1)",0.4349868839798415
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 2, 1)",0.4660820485635601
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 2, 1)",0.3622079454814002
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 2, 2)",1.008635240490661
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 2, 2)",1.0247544389981935
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 2, 2)",1.0180255120212531
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 2, 2)",1.0197430139498034
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 2, 3)",0.364483310788548
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 2, 3)",0.4638452315624996
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 2, 3)",0.4630252807820991
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 2, 3)",0.3238052178590369
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 3, 0)",0.6056081319142672
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 3, 0)",0.6690248022284134
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 3, 0)",0.6588140386151954
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 3, 0)",0.610961802647565
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 3, 1)",1.0455902367218397
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 3, 1)",1.0323670715774138
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 3, 1)",1.0230823546760903
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 3, 1)",1.0480094200805885
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 3, 2)",0.5656084214348476
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 3, 2)",0.6686638055396671
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 3, 2)",0.5999492732237769
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 3, 2)",0.6324574452255828
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 1, 3, 3)",1.0568219570622912
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 1, 3, 3)",1.0226394088887123
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 1, 3, 3)",1.0159340230004683
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 1, 3, 3)",1.046981891872587
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 0, 0)",0.8064707176572152
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 0, 0)",0.767273923560943
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 0, 0)",1.004147668540538
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 0, 0)",1.0124091027502686
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 0, 1)",0.7180246148489322
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 0, 1)",0.9116101093246708
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 0, 1)",0.9081468470193256
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 0, 1)",0.702099670905765
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 0, 2)",0.8064706913092402
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 0, 2)",0.767273933266321
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 0, 2)",1.0041477806050445
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 0, 2)",1.012409102157813
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 0, 3)",0.7131936853346014
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 0, 3)",0.904776349533603
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 0, 3)",0.8810585134330923
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 0, 3)",0.7155225593143287
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 1, 0)",0.8988597272830111
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 1, 0)",1.2092265196144438
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 1, 0)",1.1874258091504404
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 1, 0)",0.9001797542698835
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 1, 1)",0.6316800827988006
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 1, 1)",0.7144090083056107
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 1, 1)",0.6379452163749081
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 1, 1)",0.7168960439936093
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 1, 2)",0.9337055182674028
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 1, 2)",1.197610763022113
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 1, 2)",1.1195701952943669
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 1, 2)",0.8987622537844532
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 1, 3)",0.6224307826118046
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 1, 3)",0.670517201008064
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 1, 3)",0.6606616169327244
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 1, 3)",0.685749652542502
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 2, 0)",0.8064706800653078
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 2, 0)",0.767273933266321
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 2, 0)",1.0041477806050445
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 2, 0)",1.012409102157813
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 2, 1)",0.6975394215597481
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 2, 1)",0.8964959009647201
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 2, 1)",0.8756879150270142
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 2, 1)",0.7000164256583924
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 2, 2)",0.8064706575101899
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 2, 2)",0.7672739304228823
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 2, 2)",1.0041478347105268
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 2, 2)",1.012409101717647
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 2, 3)",0.7249070750740395
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 2, 3)",0.903609382794628
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 2, 3)",0.886951188550897
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 2, 3)",0.704041718425093
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 3, 0)",0.9114647054476154
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 3, 0)",1.2228576716692765
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 3, 0)",1.1481489905616766
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 3, 0)",0.89591866505178
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 3, 1)",0.6588014449024701
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 3, 1)",0.6813963693019535
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 3, 1)",0.6732561978433116
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 3, 1)",0.7065429930869318
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 3, 2)",0.914915116071156
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 3, 2)",1.2247021109536649
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 3, 2)",1.1842390867808894
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 3, 2)",0.8979359508124416
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 2, 3, 3)",0.6453977207505643
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 2, 3, 3)",0.707207873169011
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 2, 3, 3)",0.6192001910839524
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 2, 3, 3)",0.7348289551709306
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 0, 0)",1.0144570044860897
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 0, 0)",1.0248191269846816
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 0, 0)",1.0171083998838657
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 0, 0)",1.014457031985055
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 0, 1)",0.387323738675626
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 0, 1)",0.4691291054469816
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 0, 1)",0.4935327900542242
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 0, 1)",0.3512949210536814
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 0, 2)",1.0144570044274153
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 0, 2)",1.0248191280903876
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 0, 2)",1.017108399439635
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 0, 2)",1.014457032156042
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 0, 3)",0.3922640302400061
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 0, 3)",0.4578218842717241
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 0, 3)",0.4927663745084993
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 0, 3)",0.3822681335968449
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 1, 0)",0.6112068951700659
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 1, 0)",0.6644138365190527
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 1, 0)",0.6561922539769895
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 1, 0)",0.6255000651403219
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 1, 1)",1.0396903348001194
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 1, 1)",1.02831889249269
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 1, 1)",1.0230509496787334
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 1, 1)",1.031473340279309
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 1, 2)",0.5391927233513273
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 1, 2)",0.6538495115297318
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 1, 2)",0.6369172137025803
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 1, 2)",0.5840970707947831
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 1, 3)",1.0567707792161651
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 1, 3)",1.0313534610329953
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 1, 3)",1.030819216444116
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 2, 3, 1, 3)",1.0213497951631094
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 2, 3, 2, 0)",1.0144570040531962
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 2, 3, 2, 0)",1.0248191280903876
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 2, 3, 2, 0)",1.0171083994357926
