"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 3, 2, 2)",1.0144570323694997
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 3, 2, 3)",0.3907289274404471
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 3, 2, 3)",0.4833761390618578
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 3, 2, 3)",0.473996124725794
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 3, 2, 3)",0.3422172298674447
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 3, 3, 0)",0.5951862266576076
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 3, 3, 0)",0.6624758717009259
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 3, 3, 0)",0.6459150347473739
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 3, 3, 0)",0.6075915020526564
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 3, 3, 1)",1.0342687469360583
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 3, 3, 1)",1.0371753471493463
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 3, 3, 1)",1.0133022434243335
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 3, 3, 1)",1.0454643885010972
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 3, 3, 2)",0.5621968652363654
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 3, 3, 2)",0.6791747819188593
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 3, 3, 2)",0.6553403626079447
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 3, 3, 2)",0.6248403317662903
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 3, 3, 3)",1.038841158946174
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 3, 3, 3)",1.022099759720263
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 3, 3, 3)",1.0256943164983292
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 3, 3, 3)",1.0357528272018162
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 0, 0)",0.858565638678812
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 0, 0)",1.1978500599527129
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 0, 0)",1.117489584067306
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 0, 0)",0.8782723703162192
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 0, 1)",0.6469512275056267
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 0, 1)",0.678165788752678
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 0, 1)",0.6374627123645117
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 0, 1)",0.6714190654449071
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 0, 2)",0.8875066894818874
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 0, 2)",1.2227877311864372
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 0, 2)",1.14053263761793
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 0, 2)",0.8893796255991506
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 0, 3)",0.6953757806261177
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 0, 3)",0.6896141880562306
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 0, 3)",0.6876187860285716
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 0, 3)",0.7021638152713959
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 1, 0)",0.4362528920987565
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 1, 0)",0.5114261869964111
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 1, 0)",0.49466164865524
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 1, 0)",0.3465748877452906
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 1, 1)",1.0549589167476154
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 1, 1)",1.039661762038976
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 1, 1)",1.0158762131697745
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 1, 1)",1.050844638419932
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 1, 2)",0.420686702966541
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 1, 2)",0.4989901430698125
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 1, 2)",0.5091892185606536
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 1, 2)",0.3364786764913389
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 1, 3)",1.0381280560869015
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 1, 3)",1.0443266716970123
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 1, 3)",1.017376675040894
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 1, 3)",1.0535896151797588
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 2, 0)",0.8735102603268754
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 2, 0)",1.2153950572098524
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 2, 0)",1.174050651403441
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 2, 0)",0.850252488641005
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 2, 1)",0.6495413650315456
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 2, 1)",0.6860576393180192
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 2, 1)",0.6474452988439781
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 2, 1)",0.7157405679957596
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 2, 2)",0.8931857163918074
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 2, 2)",1.2374397998968198
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 2, 2)",1.2311863133063132
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 2, 2)",0.8805313375573556
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 2, 3)",0.6489512063863766
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 2, 3)",0.6920178974406497
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 2, 3)",0.6554722876492752
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 2, 3)",0.6886941245162838
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 3, 0)",0.3944070741903562
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 3, 0)",0.4712892611377345
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 3, 0)",0.4928916211241561
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 3, 0)",0.3536879686623662
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 3, 1)",1.0650179623932343
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 3, 1)",1.0371689072777242
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 3, 1)",1.025804446217594
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 3, 1)",1.0494927082058267
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 3, 2)",0.4338632571451667
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 3, 2)",0.5107346250993086
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 3, 2)",0.4764319725933961
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 3, 2)",0.3448258337566816
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 0, 3, 3)",1.0332903943851557
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 0, 3, 3)",1.0376203533576795
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 0, 3, 3)",1.0131784272068176
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 0, 3, 3)",1.0573736811617398
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 0, 0)",0.5779044251149467
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 0, 0)",0.6205859411379071
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 0, 0)",0.5870864826859745
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 0, 0)",0.6228282235442861
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 0, 1)",1.0353274233858365
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 0, 1)",1.0249886315209182
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 0, 1)",1.0110063801531328
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 0, 1)",1.0417428523990564
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 0, 2)",0.5898672970153575
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 0, 2)",0.6229764992946667
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 0, 2)",0.6096095416690118
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 0, 2)",0.5728593016330304
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 0, 3)",1.0479227139950489
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 0, 3)",1.018027633331728
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 0, 3)",1.0094467128888522
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 0, 3)",1.039575986088911
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 1, 0)",1.0527899098394302
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 1, 0)",1.049068353879188
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 1, 0)",1.0325450226240782
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 1, 0)",1.028262167926259
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 1, 1)",0.2670528531597103
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 1, 1)",0.3236702707680721
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 1, 1)",0.3078790513693446
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 1, 1)",0.1820815036467571
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 1, 2)",1.042255700602819
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 1, 2)",1.0330778201668291
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 1, 2)",1.0273778346462856
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 1, 2)",1.0318370587008208
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 1, 3)",0.2436593631845026
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 1, 3)",0.3463094470105712
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 1, 3)",0.3486990571240241
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 1, 3)",0.1906212242607663
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 2, 0)",0.5880266165408747
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 2, 0)",0.6182068799922534
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 2, 0)",0.631838137097621
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 2, 0)",0.5895605002480632
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 2, 1)",1.036538873277435
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 2, 1)",1.0258611857407955
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 2, 1)",1.0178202156077356
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 2, 1)",1.04836999204372
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 2, 2)",0.5719748985679964
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 2, 2)",0.6252270640051222
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 2, 2)",0.6280753594213381
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 2, 2)",0.5940989058371284
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 2, 3)",1.0389011995572923
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 2, 3)",1.0187384314378698
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 2, 3)",1.0138680699467826
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 2, 3)",1.025865391869372
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 3, 0)",1.0304076978215295
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 3, 0)",1.0472366568021756
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 3, 0)",1.0168374027905291
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 3, 0)",1.0319805412434395
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 3, 1)",0.2707768424548729
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 3, 1)",0.3085235445800491
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 3, 1)",0.298793419062523
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 3, 1)",0.1874812962417399
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 3, 2)",1.0349712504208295
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 3, 2)",1.0419079957965525
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 3, 2)",1.0185716883391829
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 3, 2)",1.02354914989516
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 1, 3, 3)",0.265214510140816
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 1, 3, 3)",0.3455718527396107
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 1, 3, 3)",0.2745287665810251
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 1, 3, 3)",0.1857150651956122
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 0, 0)",0.8936147696168277
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 0, 0)",1.1541572665694833
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 0, 0)",1.1408127962714734
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 0, 0)",0.8746093477820395
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 0, 1)",0.6714154195120492
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 0, 1)",0.6678901606531098
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 0, 1)",0.6581748240947154
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 0, 1)",0.7410604146525466
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 0, 2)",0.893645488104616
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 0, 2)",1.132027498761413
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 0, 2)",1.1508214076688468
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 0, 2)",0.8835596721319818
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 0, 3)",0.6444888146398021
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 0, 3)",0.7089496564324199
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 0, 3)",0.6990338443834793
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 0, 3)",0.6764129585749818
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 1, 0)",0.4023129633309612
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 1, 0)",0.4824894778706282
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 1, 0)",0.4927923314909438
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 1, 0)",0.362693381054608
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 1, 1)",1.045982715100897
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 1, 1)",1.037525653583098
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 1, 1)",1.017523236426873
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 1, 1)",1.0525594727440222
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 1, 2)",0.4554449770978176
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 1, 2)",0.4829852828076701
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 1, 2)",0.5103352799396171
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 1, 2)",0.3701001495939481
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 1, 3)",1.0374403903000693
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 1, 3)",1.034778665727894
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 1, 3)",1.0172488408375158
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 1, 3)",1.0584227521305354
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 2, 0)",0.9179724374320029
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 2, 0)",1.2034295485414022
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 2, 0)",1.1696697472865898
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 2, 0)",0.857093671078358
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 2, 1)",0.6637284895190775
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 2, 1)",0.7152556868240729
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 2, 1)",0.6390673385902061
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 2, 1)",0.7269129056634559
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 2, 2)",0.8895956515889029
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 2, 2)",1.227139756761476
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 2, 2)",1.1522959935722863
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 2, 2)",0.8741110733792729
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 2, 3)",0.6650463829846903
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 2, 3)",0.6937829487365985
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 2, 3)",0.6701585796975287
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 2, 3)",0.7288722647787503
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 3, 0)",0.435747784191029
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 3, 0)",0.5045787252225716
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 3, 0)",0.478151364031146
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 3, 0)",0.3499987012602762
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 3, 1)",1.046756694174528
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 3, 1)",1.0380012887227763
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 3, 1)",1.0095063887759177
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 3, 1)",1.0502435478244712
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 3, 2)",0.448921707505165
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 3, 2)",0.5273824667474585
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 3, 2)",0.4978310270675415
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 3, 2)",0.3537141209986196
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 2, 3, 3)",1.0376655279551927
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 2, 3, 3)",1.0377453075206242
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 2, 3, 3)",1.0209256648578136
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 2, 3, 3)",1.0633929976722456
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 0, 0)",0.5943563124463086
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 0, 0)",0.6691880023980386
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 0, 0)",0.6322917123131153
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 0, 0)",0.6101406423989302
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 0, 1)",1.046450927025636
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 0, 1)",1.0300614955044274
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 0, 1)",1.016390462997048
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 0, 1)",1.043428614518474
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 0, 2)",0.5962810348749034
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 0, 2)",0.6643323919479739
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 0, 2)",0.6501174239538394
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 0, 2)",0.6007620242940148
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 0, 3)",1.0524614986357077
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 0, 3)",1.0280037157199462
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 0, 3)",1.0235567984972478
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 0, 3)",1.0424493627007685
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 1, 0)",1.0272388160478203
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 1, 0)",1.0415597321970769
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 1, 0)",1.022381856375925
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 1, 0)",1.0339908566541414
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 1, 1)",0.264944969252419
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 1, 1)",0.3171583354545374
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 1, 1)",0.3419577403400288
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 1, 1)",0.2040299098706468
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 1, 2)",1.03279622386972
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 1, 2)",1.0460362652044148
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 1, 2)",1.0246125574360885
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 1, 2)",1.0326489374690884
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 1, 3)",0.2603914871821873
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 1, 3)",0.3301599041183756
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 1, 3)",0.289988401944154
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 1, 3)",0.1943996298014077
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 2, 0)",0.5646092462920415
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 2, 0)",0.6569570797960191
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 2, 0)",0.5921251239013179
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 1, 3, 2, 0)",0.6087990615533708
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 1, 3, 2, 1)",1.0495187114781828
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 1, 3, 2, 1)",1.0241987373779955
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 1, 3, 2, 1)",1.023989442249947
