"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst_10
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 1, 6)",1.036540681767553
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 3, 0)",1.0398485169921527
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 3, 2)",1.0444990298931385
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 3, 4)",1.0284592031967978
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 3, 6)",1.037671131675041
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 5, 0)",1.0422501548890837
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 5, 2)",1.0348475510298445
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 5, 4)",1.041923347666739
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 5, 6)",1.023506309538547
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 7, 0)",1.0198383439936702
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 7, 2)",1.0283119068656053
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 7, 4)",1.0283805753315831
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 6, 7, 7, 6)",1.024721639668421
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 0, 0)",0.0409574847522103
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 0, 2)",0.0492659383949778
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 0, 4)",0.0445806204956208
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 0, 6)",0.0447860757770075
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 2, 0)",0.0463867643054053
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 2, 2)",0.0430567311352316
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 2, 4)",0.0379591666048996
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 2, 6)",0.0334502714564477
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 4, 0)",0.0429186938614192
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 4, 2)",0.0455052484794973
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 4, 4)",0.0409373973265782
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 4, 6)",0.0480033823459798
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 6, 0)",0.0425122860797822
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 6, 2)",0.041294994481873
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 6, 4)",0.0438619964650448
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 0, 6, 6)",0.0427973513948203
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 0, 0)",1.0276349840559171
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 0, 2)",1.021405782324818
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 0, 4)",1.0344590703829857
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 0, 6)",1.0167423594163905
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 2, 0)",1.0226052240770676
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 2, 2)",1.032454776820849
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 2, 4)",1.024330439352962
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 2, 6)",1.0249859251058555
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 4, 0)",1.0322659503509268
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 4, 2)",1.0152477858597495
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 4, 4)",1.0371511722153972
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 4, 6)",1.0130608876883784
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 6, 0)",1.020144078432099
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 6, 2)",1.030441413145679
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 6, 4)",1.019464686581523
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 1, 6, 6)",1.033793684960063
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 0, 0)",0.0455530806629062
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 0, 2)",0.0438933308130498
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 0, 4)",0.041460782176916
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 0, 6)",0.0391934174131181
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 2, 0)",0.0453831032828148
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 2, 2)",0.0334289578518459
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 2, 4)",0.0360690386878255
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 2, 6)",0.0434273249841667
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 4, 0)",0.0405506106048638
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 4, 2)",0.0399438325739167
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 4, 4)",0.0383352162654558
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 4, 6)",0.0485986744504616
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 6, 0)",0.0445138145572995
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 6, 2)",0.0455473947324031
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 6, 4)",0.0439758835421495
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 2, 6, 6)",0.0402766940634099
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 0, 0)",1.0318372081775444
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 0, 2)",1.0290694484024925
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 0, 4)",1.016895360063588
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 0, 6)",1.0196605202390798
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 2, 0)",1.024769011030242
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 2, 2)",1.0139608417736097
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 2, 4)",1.0150892650990655
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 2, 6)",1.023150970624514
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 4, 0)",1.02317296509134
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 4, 2)",1.0224299374557055
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 4, 4)",1.0239068201612591
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 4, 6)",1.0335694943367593
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 6, 0)",1.0186132376848658
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 6, 2)",1.018396528442546
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 6, 4)",1.018878635581082
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 3, 6, 6)",1.0248977905302512
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 0, 0)",0.0417032975402945
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 0, 2)",0.04157996676731
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 0, 4)",0.0442811076543569
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 0, 6)",0.0471803960257522
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 2, 0)",0.0407227431625389
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 2, 2)",0.0396666757338884
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 2, 4)",0.0490859693342438
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 2, 6)",0.0413500888388263
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 4, 0)",0.0446802628554491
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 4, 2)",0.0515468376989666
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 4, 4)",0.0430014314733935
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 4, 6)",0.0501443788588912
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 6, 0)",0.0436575706131974
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 6, 2)",0.0483409672966106
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 6, 4)",0.0395901408475692
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 4, 6, 6)",0.0432346353404224
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 0, 0)",1.0255320688590983
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 0, 2)",1.0195334835083945
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 0, 4)",1.0361198730292556
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 0, 6)",1.0190301129210677
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 2, 0)",1.0282574327326393
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 2, 2)",1.025720581980154
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 2, 4)",1.0255672967742633
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 2, 6)",1.0135856065926188
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 4, 0)",1.0337327636117604
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 4, 2)",1.017022332148894
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 4, 4)",1.0235185163893992
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 4, 6)",1.0125318416927924
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 6, 0)",1.0174994371546011
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 6, 2)",1.0309073494128418
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 6, 4)",1.0206306588505476
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 5, 6, 6)",1.0228757556461705
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 0, 0)",0.043270529118474
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 0, 2)",0.0417703944883241
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 0, 4)",0.0440002275483685
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 0, 6)",0.0428682827277356
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 2, 0)",0.04447573839579
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 2, 2)",0.0413127329507699
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 2, 4)",0.0422639606097457
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 2, 6)",0.0373549283928207
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 4, 0)",0.0371945474711914
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 4, 2)",0.0432972656412611
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 4, 4)",0.03924670590477
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 4, 6)",0.0390970094521545
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 6, 0)",0.0413363075804665
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 6, 2)",0.0398646914685471
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 6, 4)",0.0400047381275415
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 6, 6, 6)",0.0399131185369939
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 0, 0)",1.0259156734977448
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 0, 2)",1.0340363267372858
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 0, 4)",1.0223871935251263
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 0, 6)",1.02086874511016
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 2, 0)",1.0348342717580934
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 2, 2)",1.023956332480508
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 2, 4)",1.0199384950900894
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 2, 6)",1.021428476849517
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 4, 0)",1.02863996344252
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 4, 2)",1.0202780045611035
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 4, 4)",1.0218983259562031
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 4, 6)",1.0281613190999488
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 6, 0)",1.0470136276687083
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 6, 2)",1.0228100482961406
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 6, 4)",1.00775345132159
"(16, 32)",4,8,5,scale_offset,scale_offset,replacement,random,42,"(6, 7, 7, 6, 6)",1.0300161723785315
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(0,)",1.012508950463041
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(1,)",0.1374670616894456
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(2,)",1.0079222850900356
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(3,)",0.1375598072852502
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(4,)",1.0055952920318654
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(5,)",0.1374639932893648
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(6,)",1.0091469048092492
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(7,)",0.1374835515402808
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(8,)",1.014939410365776
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(9,)",0.1375439523710698
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(10,)",1.0073775411251185
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(11,)",0.1375598072852502
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(12,)",1.011119015477416
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(13,)",0.1374639932893648
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(14,)",1.0054505304277876
"(16, 32)",4,16,1,scale_offset,scale_offset,replacement,random,42,"(15,)",0.1374649236259832
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 1)",0.028109379711031
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 2)",1.0079222856691463
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 3)",0.024340918333644
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 4)",1.005595292401317
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 5)",0.0242286061590523
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 6)",1.0091469032887597
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 7)",0.0267530534784886
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 8)",1.014939411733126
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 9)",0.0268372276434891
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 10)",1.0073775405226226
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 11)",0.0243409182357136
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 12)",1.011119015477416
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 13)",0.0242286059262688
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 14)",1.0054505298549246
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 15)",0.0282146120015304
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 1)",1.0393191482511568
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 2)",0.1388301209958779
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 3)",1.02767871715449
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 4)",0.1368964563392048
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 5)",1.0285832242690722
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 6)",0.1388301125912885
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 7)",1.0297824891847225
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 8)",0.13768413590845
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 9)",1.032429477970198
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 10)",0.1388252985815144
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 11)",1.0310353443751816
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 12)",0.1368964563392048
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 13)",1.038309197524793
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 14)",0.1388253111748015
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 15)",1.0431046885642077
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 1)",0.0340665349474855
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 2)",1.0079223064876115
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 3)",0.0366907253029258
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 4)",1.007922282361505
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 5)",0.0398756919411364
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 6)",1.008549821097206
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 7)",0.0347500346514329
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 8)",1.0079223009271243
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 9)",0.0347798327650318
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 10)",1.0074287454498176
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 11)",0.0320576848959763
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 12)",1.0081794674625029
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 13)",0.0377472138508662
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 14)",1.0063076854423043
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 15)",0.0318197482451751
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 1)",1.0433563195838955
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 2)",0.1390227192590648
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 3)",1.027124898090529
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 4)",0.1372250480854286
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 5)",1.027984914872239
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 6)",0.1390211191753813
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 7)",1.0344823064948032
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 8)",0.1376411943715676
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 9)",1.042573536407437
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 10)",0.1390204057332148
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 11)",1.0298801347485422
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 12)",0.1372250480854286
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 13)",1.0426156904817243
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 14)",0.1390632254041143
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 15)",1.037814619974267
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 1)",0.0195626005439848
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,41,"(0, 4, 1)",0.0218277157671349
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,43,"(0, 4, 1)",0.0121590943572062
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 2)",1.007922282361505
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 3)",0.0161058329538809
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 4)",1.0055952857799484
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 5)",0.0138630258673377
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 6)",1.0091468825672123
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 7)",0.0215037661107798
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 8)",1.0078706970044928
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 9)",0.020681809467505
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 10)",1.0073775082427676
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 11)",0.0182164773496335
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 12)",1.005096760145278
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 13)",0.0187453346041641
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 14)",1.005450511065048
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 4, 15)",0.0189410008761905
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,41,"(0, 4, 15)",0.022493037853212
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,43,"(0, 4, 15)",0.0124870925289996
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 1)",1.030453225301936
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 2)",0.1389056136009221
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 3)",1.0353780824170198
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 4)",0.137162313502924
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 5)",1.033699677181605
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 6)",0.1389056136009221
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 7)",1.0418382292528947
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 8)",0.1375648781463094
"(16, 32)",4,16,3,scale_offset,scale_offset,replacement,random,42,"(0, 5, 9)",1.0288455259712417
